2yillik_Bolumler_aciklamali
Sehir;Id;bolum_adi;Tur;Universite;Fakülte;Ogrenim_sekli;Ozellik;2025_Taban_Puan;2025_Taban_Sıralama;2025_Kontenjan;2025_Dolu_Kontenjan;2025_Bos_Kontenjan;2025_Kontenjan_Orani;2025_Sıralama_Degisim_Orani;2025_Ucret;2024_TabanPuani;2024_TabanSıralama;2024_Kontenjan;2024_Dolu_Kontenjan;2024_Bos_Kontenjan;2024_Kontenjan_Orani;2024_Ucret;Aciklama
İstanbul;107250428;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Marmara Ü.;Sosyal Bilimler Meslek Y.O.;Örgün;-;332,6386;523.300;25;25;0;%100,0;-137.066;-;319,4199;660.366;50;50;-;%100,0;-;
Antalya;100751063;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Akdeniz Ü.;Sosyal Bilimler Meslek Y.O.;Örgün;-;316,1772;672.500;30;30;0;%100,0;-295.516;-;293,5596;968.016;80;80;-;%100,0;-;
İstanbul;210301137;TURİZM VE SEYAHAT HİZMETLERİ;Vakıf;İstanbul Beykent Ü.;Meslek Y.O.;Burslu;-;314,5791;688.600;4;4;0;%100,0;-93.069;-;308,2772;781.669;4;4;-;%100,0;-;
Bursa;109751512;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Bursa Uludağ Ü.;Sosyal Bilimler Meslek Y.O.;Örgün;-;300,2666;848.000;25;25;0;%100,0;-248.716;-;284,4530;1.096.716;60;60;-;%100,0;-;
Adana;102950806;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Çukurova Ü.;Adana Meslek Y.O.;Örgün;-;295,6216;904.900;25;25;0;%100,0;-333.261;-;275,1011;1.238.161;60;60;-;%100,0;-;
Antalya;100751081;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Akdeniz Ü.;Manavgat Meslek Y.O.;Örgün;-;295,3981;907.600;25;25;0;%100,0;-359.726;-;273,2206;1.267.326;60;60;-;%100,0;-;
Mersin;107451133;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Mersin Ü.;Sosyal Bilimler Meslek Y.O.;Örgün;-;295,3917;907.700;30;30;0;%100,0;-343.747;-;274,2291;1.251.447;65;65;-;%100,0;-;
Denizli;108650712;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Pamukkale Ü.;Denizli Sosyal Bilimler Meslek Y.O.;Örgün;-;294,3716;920.400;25;25;0;%100,0;-314.706;-;275,2962;1.235.106;60;60;-;%100,0;-;
Muğla;107650812;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Muğla Sıtkı Koçman Ü.;Muğla Meslek Y.O.;Örgün;-;293,6084;930.100;25;25;0;%100,0;-357.077;-;271,9653;1.287.177;60;60;-;%100,0;-;
Ankara;101150598;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Ankara Ü.;Beypazarı Meslek Y.O.;Örgün;-;292,0710;949.400;25;25;0;%100,0;-371.681;-;269,8460;1.321.081;60;60;-;%100,0;-;
Muğla;107650857;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Muğla Sıtkı Koçman Ü.;Fethiye Ali Sıtkı-Mefharet Koçman Meslek Y.O.;Örgün;-;288,5202;995.300;25;25;0;%100,0;-392.390;-;265,7198;1.387.690;60;60;-;%100,0;-;
Kocaeli;106951582;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Kocaeli Ü.;Kartepe Turizm Meslek Y.O.;Örgün;-;285,0057;1.042.000;25;25;0;%100,0;-444.792;-;259,7127;1.486.792;60;60;-;%100,0;-;
Gaziantep;104250728;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Gaziantep Ü.;Turizm ve Otelcilik Meslek Y.O.;Örgün;-;283,5478;1.061.000;30;30;0;%100,0;-398.848;-;261,3190;1.459.848;70;70;-;%100,0;-;
Aydın;100351101;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Aydın Adnan Menderes Ü.;Didim Meslek Y.O.;Örgün;-;282,7090;1.072.000;30;30;0;%100,0;-368.986;-;262,4578;1.440.986;70;70;-;%100,0;-;
Muğla;107650839;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Muğla Sıtkı Koçman Ü.;Ortaca Meslek Y.O.;Örgün;-;277,7060;1.141.000;25;25;0;%100,0;-371.036;-;258,2065;1.512.036;50;50;-;%100,0;-;
Sakarya;111851435;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Sakarya Uygulamalı Bilimler Ü.;Sapanca Turizm Meslek Y.O.;Örgün;-;274,6760;1.184.000;25;25;0;%100,0;-388.861;-;254,6428;1.572.861;50;50;-;%100,0;-;
Nevşehir;108090118;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Nevşehir Hacı Bektaş Veli Ü.;Ürgüp Sebahat ve Erol Toksöz Turizm Meslek Y.O.;Örgün;-;271,0247;1.236.000;25;25;0;%100,0;-302.026;-;256,6836;1.538.026;30;30;-;%100,0;-;
Samsun;108290161;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Ondokuz Mayıs Ü.;Bafra Turizm Meslek Y.O.;Örgün;-;269,3121;1.261.000;25;25;0;%100,0;-366.104;-;251,4737;1.627.104;50;50;-;%100,0;-;
Mersin;107451151;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Mersin Ü.;Anamur Meslek Y.O.;Örgün;-;269,0726;1.264.000;25;25;0;%100,0;-377.764;-;250,6234;1.641.764;50;50;-;%100,0;-;
Trabzon;112151086;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Trabzon Ü.;Turizm ve Otelcilik Meslek Y.O.;Örgün;-;269,0123;1.265.000;30;30;0;%100,0;-358.032;-;251,7076;1.623.032;70;70;-;%100,0;-;
Çanakkale;102751533;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Çanakkale Onsekiz Mart Ü.;Gelibolu Piri Reis Meslek Y.O.;Örgün;-;268,0654;1.279.000;25;25;0;%100,0;-326.516;-;252,7281;1.605.516;50;50;-;%100,0;-;
Kütahya;103251359;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Kütahya Dumlupınar Ü.;Kütahya Sosyal Bilimler Meslek Y.O.;Örgün;-;266,0594;1.308.000;25;25;0;%100,0;-338.151;-;250,3709;"m
1.646.151";40;40;-;%100,0;-;
Bursa;109752052;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Bursa Uludağ Ü.;Harmancık Meslek Y.O.;Örgün;-;265,3252;1.318.000;30;30;0;%100,0;-280.525;-;253,1346;1.598.525;35;35;-;%100,0;-;
Denizli;108650775;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Pamukkale Ü.;Kale Meslek Y.O.;Örgün;-;263,8122;1.340.000;25;25;0;%100,0;-276.843;-;252,0741;1.616.843;30;30;-;%100,0;-;
Giresun;104590316;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Giresun Ü.;Giresun Meslek Y.O.;Örgün;-;262,8757;1.354.000;25;25;0;%100,0;-454.372;-;"o
241,1700";1.808.372;60;60;-;%100,0;-;
Hatay;107751263;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Hatay Mustafa Kemal Ü.;Antakya Meslek Y.O.;Örgün;-;261,1713;1.379.000;20;20;0;%100,0;-329.279;-;246,8236;1.708.279;20;20;-;%100,0;-;
Çanakkale;102790448;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Çanakkale Onsekiz Mart Ü.;Ezine Gıda İhtisas Organize Sanayi Bölgesi Meslek Y.O.;Örgün;-;259,5386;1.402.000;25;25;0;%100,0;-354.228;"c
-";244,1061;1.756.228;40;40;-;%100,0;-;
Rize;108750571;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Recep Tayyip Erdoğan Ü.;Ardeşen Meslek Y.O.;Örgün;-;254,4127;1.478.000;25;25;0;%100,0;-207.757;-;248,1001;1.685.757;30;30;-;%100,0;-;
Bartın;101650318;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Bartın Ü.;Bartın Meslek Y.O.;Örgün;-;253,0332;1.498.000;25;25;0;%100,0;".
-325.593";-;240,3294;1.823.593;30;30;-;%100,0;-;
Burdur;107390287;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Burdur Mehmet Akif Ersoy Ü.;Ağlasun Meslek Y.O.;Örgün;-;251,7944;1.516.000;25;25;0;%100,0;-310.289;-;240,1802;1.826.289;30;30;-;%100,0;-;
Uşak;109850531;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Uşak Ü.;Ulubey Meslek Y.O.;Örgün;-;251,4009;1.522.000;25;25;0;"m
100,0%";-225.231;-;244,6079;1.747.231;25;25;-;%100,0;-;
Giresun;104550691;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Giresun Ü.;Tirebolu Mehmet Bayrak Meslek Y.O.;Örgün;-;250,0383;1.542.000;25;25;0;%100,0;-273.829;-;240,7586;1.815.829;30;30;-;%100,0;-;
Adıyaman;100250722;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Adıyaman Ü.;Kahta Meslek Y.O.;Örgün;-;249,6995;1.547.000;20;20;0;%100,0;-243.233;-;242,1861;1.790.233;20;20;-;%100,0;-;
Mardin;107190144;TURİZM VE SEYAHAT HİZMETLERİ;Devlet;Mardin Artuklu Ü.;Nusaybin Meslek Y.O.;Örgün;-;247,6729;1.576.000;25;"i
25";0;%100,0;-352.497;-;234,5245;1.928.497;40;40;-;%100,0;-;
İstanbul;210301144;TURİZM VE SEYAHAT HİZMETLERİ;Vakıf;İstanbul Beykent Ü.;Meslek Y.O.;%50 İnd.;-;-;Dolmadı;"l
31";7;24;%22,6;-;₺251.852,00;-;Dolmadı;21;18;3;%85,7;₺151.333,00;
Ankara;205750101;UÇAK TEKNOLOJİSİ;Vakıf;Türk Hava Kurumu Ü.;Ankara Havacılık Meslek Y.O.;Burslu;-;"s
422,8389";104.600;10;10;0;%100,0;-28.235;-;423,0140;132.835;10;10;-;%100,0;-;
İstanbul;203850972;UÇAK TEKNOLOJİSİ;Vakıf;Kapadokya Ü.;Kapadokya Meslek Y.O.;Burslu;-;413,2937;128.100;7;7;0;%100,0;-47.086;-;405,7529;175.186;6;6;-;%100,0;-;
İstanbul;204150852;UÇAK TEKNOLOJİSİ;Vakıf;Maltepe Ü.;Meslek Y.O.;Burslu;"n
-";405,9157;148.600;5;5;0;%100,0;-55.356;-;395,9377;203.956;4;4;-;%100,0;-;
Ankara;205750049;UÇAK TEKNOLOJİSİ;Vakıf;Türk Hava Kurumu Ü.;İzmir Havacılık Meslek Y.O.;Burslu;-;404,6162;152.600;9;9;0;%100,0;-85.462;-;385,8840;238.062;9;9;-;%100,0;-;
İzmir;103490666;UÇAK TEKNOLOJİSİ;Devlet;Ege Ü.;Havacılık Meslek Y.O.;"u
Örgün";-;395,4878;181.800;25;25;0;%100,0;-56.601;-;385,7914;238.401;45;45;-;%100,0;-;
Eskişehir;103890231;UÇAK TEKNOLOJİSİ;Devlet;Eskişehir Osmangazi Ü.;Eskişehir Meslek Y.O.;Örgün;-;393,8051;187.600;40;40;0;%100,0;-61.205;-;383,0364;248.805;40;40;-;%100,0;-;
İstanbul;111650687;UÇAK TEKNOLOJİSİ;Devlet;İstanbul Ü.-Cerrahpaşa;".
Teknik Bilimler Meslek Y.O.";Örgün;-;390,9580;197.700;20;20;0;%100,0;-83.786;-;374,9899;281.486;50;50;-;%100,0;-;
Ankara;104151199;UÇAK TEKNOLOJİSİ;Devlet;Gazi Ü.;Tusaş-Kazan Meslek Y.O.;Örgün;-;388,6844;206.000;100;100;0;%100,0;-98.296;-;369,9435;304.296;180;180;-;%100,0;-;
Nevşehir;203850893;UÇAK TEKNOLOJİSİ;Vakıf;Kapadokya Ü.;"w
Kapadokya Meslek Y.O.";Burslu;-;388,6912;206.000;10;10;0;%100,0;-87.430;-;372,2795;293.430;10;10;-;%100,0;-;
İstanbul;204753249;UÇAK TEKNOLOJİSİ;Vakıf;İstanbul Okan Ü.;Meslek Y.O.;Burslu;-;383,5406;225.800;6;6;0;%100,0;-69.439;-;371,8811;295.239;6;6;-;%100,0;-;
Ankara;110090129;UÇAK TEKNOLOJİSİ;Devlet;Ankara Yıldırım Beyazıt Ü.;Teknik Bilimler Meslek Y.O.;Örgün;-;380,2574;239.500;40;40;0;%100,0;-87.608;-;365,1939;327.108;65;65;-;%100,0;-;
İstanbul;208450555;UÇAK TEKNOLOJİSİ;Vakıf;İstinye Ü.;Meslek Y.O.;Burslu;-;377,6377;251.000;11;11;0;%100,0;-52.594;-;370,0953;303.594;10;10;-;%100,0;-;
İstanbul;202456013;UÇAK TEKNOLOJİSİ;Vakıf;İstanbul Aydın Ü.;"w
Anadolu Bil Meslek Y.O.";Burslu;-;376,9007;254.200;16;16;0;%100,0;-49.923;-;369,9802;304.123;12;12;-;%100,0;-;
İstanbul;202753679;UÇAK TEKNOLOJİSİ;Vakıf;İstanbul Gelişim Ü.;İstanbul Gelişim Meslek Y.O.;Burslu;-;375,9503;258.400;12;12;0;%100,0;-65.580;-;365,8358;323.980;12;12;-;%100,0;-;
K.Maraş;112270887;UÇAK TEKNOLOJİSİ;Devlet;Kahramanmaraş İstiklal Ü.;Aırbus-Tusaş Havacılık Meslek Y.O.;Örgün;-;375,0758;262.100;20;20;0;%100,0;-87.033;-;360,9061;349.133;20;20;-;%100,0;-;
İstanbul;210401529;UÇAK TEKNOLOJİSİ;Vakıf;"w
İstanbul Nişantaşı Ü.";Meslek Y.O.;Burslu;-;370,1131;285.600;12;12;0;%100,0;-49.778;-;363,5181;335.378;11;11;-;%100,0;-;
İstanbul;203051236;UÇAK TEKNOLOJİSİ;Vakıf;İstanbul Kültür Ü.;Meslek Y.O.;Burslu;-;368,7042;292.500;10;10;0;%100,0;-54.865;-;361,2474;347.365;10;10;-;%100,0;-;
Uşak;109850822;UÇAK TEKNOLOJİSİ;Devlet;Uşak Ü.;Sivil Havacılık Meslek Y.O.;Örgün;-;367,6189;297.900;40;40;0;%100,0;-95.428;-;353,0582;393.328;40;40;-;%100,0;-;
İstanbul;202352622;UÇAK TEKNOLOJİSİ;Vakıf;İstanbul Arel Ü.;Meslek Y.O.;Burslu;-;362,2373;325.900;13;13;0;%100,0;-52.022;-;355,6760;377.922;11;11;-;%100,0;-;
Edirne;109451993;UÇAK TEKNOLOJİSİ;Devlet;Trakya Ü.;Edirne Teknik Bilimler Meslek Y.O.;Örgün;-;360,8900;333.300;30;30;0;%100,0;-99.170;-;346,8565;432.470;50;50;-;%100,0;-;
İstanbul;205053447;UÇAK TEKNOLOJİSİ;Vakıf;İstanbul Topkapı Ü.;Plato Meslek Y.O.;Burslu;-;360,4228;335.900;13;13;0;%100,0;-50.084;-;354,2919;385.984;12;12;-;%100,0;-;
Isparta;112572405;UÇAK TEKNOLOJİSİ;Devlet;Isparta Uygulamalı Bilimler Ü.;Keçiborlu Meslek Y.O.;Örgün;-;357,0792;354.800;40;40;0;%100,0;-79.218;-;346,6244;434.018;40;40;-;%100,0;-;
İstanbul;208150894;UÇAK TEKNOLOJİSİ;Vakıf;İstanbul Rumeli Ü.;Meslek Y.O.;Burslu;-;353,6886;374.800;10;10;0;%100,0;-33.143;-;350,6667;407.943;10;10;-;%100,0;-;
İstanbul;203851194;UÇAK TEKNOLOJİSİ;Vakıf;Kapadokya Ü.;Kapadokya Meslek Y.O.;%25 İnd.;-;350,9477;391.700;23;23;0;%100,0;-33.034;₺280.500,00;348,0451;424.734;18;18;-;%100,0;₺181.500,00;
Erzincan;103650921;UÇAK TEKNOLOJİSİ;Devlet;Erzincan Binali Yıldırım Ü.;Meslek Y.O.;Örgün;-;349,6338;400.100;50;50;0;%100,0;-103.763;-;336,9295;503.863;60;60;-;%100,0;-;
İstanbul;203850963;UÇAK TEKNOLOJİSİ;Vakıf;Kapadokya Ü.;Kapadokya Meslek Y.O.;Ücretli;-;316,4615;669.800;24;24;0;%100,0;-1.411;₺374.000,00;318,3557;671.211;20;20;-;%100,0;₺242.000,00;
İstanbul;204753328;UÇAK TEKNOLOJİSİ;Vakıf;İstanbul Okan Ü.;Meslek Y.O.;%50 İnd.;-;311,8841;717.000;41;41;0;%100,0;-148.634;₺219.423,00;301,3274;865.634;41;41;-;%100,0;₺118.605,00;
Ankara;205750094;UÇAK TEKNOLOJİSİ;Vakıf;Türk Hava Kurumu Ü.;Ankara Havacılık Meslek Y.O.;Ücretli;-;310,5203;731.400;67;67;0;%100,0;-189.209;₺466.500,00;297,0998;920.609;68;68;-;%100,0;₺320.000,00;
Nevşehir;203850918;UÇAK TEKNOLOJİSİ;Vakıf;Kapadokya Ü.;Kapadokya Meslek Y.O.;%25 İnd.;-;309,5113;742.400;34;34;0;%100,0;-20.562;₺280.500,00;309,8922;762.962;31;31;-;%100,0;₺181.500,00;
İstanbul;204150985;UÇAK TEKNOLOJİSİ;Vakıf;Maltepe Ü.;Meslek Y.O.;%25 İnd.;-;304,4726;798.900;23;23;0;%100,0;110.460;₺371.250,00;316,6893;688.440;9;9;-;%100,0;₺191.250,00;
İstanbul;202490695;UÇAK TEKNOLOJİSİ;Vakıf;İstanbul Aydın Ü.;Anadolu Bil Meslek Y.O.;%50 İnd.;-;304,1344;802.700;104;104;0;%100,0;-81.334;₺220.000,00;299,8872;884.034;81;81;-;%100,0;₺110.000,00;
İstanbul;210401536;UÇAK TEKNOLOJİSİ;Vakıf;İstanbul Nişantaşı Ü.;Meslek Y.O.;Ücretli;-;299,9909;851.600;1;1;0;%100,0;-114.571;₺827.640,00;293,6921;966.171;1;1;-;%100,0;₺302.500,00;
İstanbul;204150843;UÇAK TEKNOLOJİSİ;Vakıf;Maltepe Ü.;Meslek Y.O.;Ücretli;-;293,5870;930.400;11;11;0;%100,0;-337.862;₺495.000,00;273,1649;1.268.262;22;22;-;%100,0;₺255.000,00;
İstanbul;202753704;UÇAK TEKNOLOJİSİ;Vakıf;İstanbul Gelişim Ü.;İstanbul Gelişim Meslek Y.O.;%25 İnd.;-;293,3737;933.100;82;82;0;%100,0;-52.480;₺366.390,00;292,2656;985.580;32;32;-;%100,0;₺180.000,00;
İstanbul;203051245;UÇAK TEKNOLOJİSİ;Vakıf;İstanbul Kültür Ü.;Meslek Y.O.;%50 İnd.;-;287,6790;1.006.000;62;62;0;%100,0;-158.507;₺225.000,00;279,8897;1.164.507;67;67;-;%100,0;₺145.000,00;
Nevşehir;203850884;UÇAK TEKNOLOJİSİ;Vakıf;Kapadokya Ü.;Kapadokya Meslek Y.O.;Ücretli;-;282,3724;1.077.000;34;34;0;%100,0;-103.920;₺374.000,00;278,8087;1.180.920;28;28;-;%100,0;₺242.000,00;
İstanbul;208450546;UÇAK TEKNOLOJİSİ;Vakıf;İstinye Ü.;Meslek Y.O.;%50 İnd.;-;281,4439;1.089.000;72;72;0;%100,0;-85.385;₺262.500,00;279,2326;1.174.385;64;64;-;%100,0;₺175.000,00;
İstanbul;205053456;UÇAK TEKNOLOJİSİ;Vakıf;İstanbul Topkapı Ü.;Plato Meslek Y.O.;%50 İnd.;-;275,5348;1.172.000;85;85;0;%100,0;-172.188;₺320.000,00;268,4218;1.344.188;76;76;-;%100,0;₺176.000,00;
İstanbul;202390577;UÇAK TEKNOLOJİSİ;Vakıf;İstanbul Arel Ü.;Meslek Y.O.;%25 İnd.;-;262,2931;1.362.000;64;64;0;%100,0;-480.538;₺232.500,00;239,2718;1.842.538;55;55;-;%100,0;₺202.564,00;
İstanbul;210401543;UÇAK TEKNOLOJİSİ;Vakıf;İstanbul Nişantaşı Ü.;Meslek Y.O.;%50 İnd.;-;261,5824;1.373.000;75;75;0;%100,0;449.165;₺413.820,00;296,8519;923.835;70;70;-;%100,0;₺151.250,00;
Ankara;205750031;UÇAK TEKNOLOJİSİ;Vakıf;Türk Hava Kurumu Ü.;İzmir Havacılık Meslek Y.O.;Ücretli;-;255,6379;1.459.000;58;58;0;%100,0;-22.635;₺437.400,00;260,0142;"m
1.481.635";55;55;-;%100,0;₺300.000,00;
İstanbul;208150901;UÇAK TEKNOLOJİSİ;Vakıf;İstanbul Rumeli Ü.;Meslek Y.O.;%50 İnd.;-;254,6070;1.475.000;45;45;0;%100,0;14.217;₺282.492,00;261,2629;1.460.783;45;45;-;%100,0;₺159.600,00;
İstanbul;203090340;UÇAK TEKNOLOJİSİ;Vakıf;İstanbul Kültür Ü.;Meslek Y.O.;Ücretli;-;254,1320;1.482.000;5;5;0;%100,0;-;₺450.000,00;-;Yeni;-;-;-;-;-;
İstanbul;202352613;UÇAK TEKNOLOJİSİ;Vakıf;İstanbul Arel Ü.;Meslek Y.O.;Ücretli;-;247,1258;1.584.000;18;18;0;%100,0;-462.684;₺310.000,00;"o
228,1176";2.046.684;18;18;-;%100,0;₺270.085,00;
İstanbul;208150885;UÇAK TEKNOLOJİSİ;Vakıf;İstanbul Rumeli Ü.;Meslek Y.O.;Ücretli;-;227,7442;1.867.000;14;14;0;%100,0;-142.811;₺564.984,00;230,1160;2.009.811;14;14;-;%100,0;₺319.200,00;
Ankara;205750226;UÇUŞ HAREKAT YÖNETİCİLİĞİ;Vakıf;Türk Hava Kurumu Ü.;Ankara Havacılık Meslek Y.O.;Burslu;-;391,3456;196.300;5;5;0;%100,0;-91.389;-;373,5781;287.689;4;4;-;%100,0;-;
İstanbul;203851616;UÇUŞ HAREKAT YÖNETİCİLİĞİ;Vakıf;Kapadokya Ü.;Kapadokya Meslek Y.O.;Burslu;-;366,4941;303.400;10;10;0;"m
100,0%";-87.588;-;353,4495;390.988;8;8;-;%100,0;-;
İstanbul;204790514;UÇUŞ HAREKAT YÖNETİCİLİĞİ;Vakıf;İstanbul Okan Ü.;Meslek Y.O.;Burslu;-;361,6359;329.200;3;3;0;%100,0;-101.019;-;347,2074;430.219;3;3;-;%100,0;-;
İstanbul;202754289;UÇUŞ HAREKAT YÖNETİCİLİĞİ;Vakıf;İstanbul Gelişim Ü.;İstanbul Gelişim Meslek Y.O.;Burslu;-;343,3991;441.600;10;10;0;%100,0;-73.655;-;335,4636;515.255;9;9;-;%100,0;-;
İstanbul;203090118;UÇUŞ HAREKAT YÖNETİCİLİĞİ;Vakıf;İstanbul Kültür Ü.;Meslek Y.O.;Burslu;-;341,5058;455.600;10;"i
10";0;%100,0;-80.522;-;332,8757;536.122;10;10;-;%100,0;-;
İstanbul;202490975;UÇUŞ HAREKAT YÖNETİCİLİĞİ;Vakıf;İstanbul Aydın Ü.;Anadolu Bil Meslek Y.O.;Burslu;-;340,3702;463.800;"l
7";7;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
İstanbul;207590716;UÇUŞ HAREKAT YÖNETİCİLİĞİ;Vakıf;İstanbul Esenyurt Ü.;Meslek Y.O.;Burslu;-;310,5040;731.600;9;9;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
İstanbul;203851834;UÇUŞ HAREKAT YÖNETİCİLİĞİ;Vakıf;Kapadokya Ü.;Kapadokya Meslek Y.O.;%50 İnd.;-;269,3270;"a
1.260.000";68;68;0;%100,0;172.753;₺231.000,00;285,0891;1.087.247;51;51;-;%100,0;₺126.500,00;
İstanbul;204790515;UÇUŞ HAREKAT YÖNETİCİLİĞİ;Vakıf;İstanbul Okan Ü.;Meslek Y.O.;%50 İnd.;-;268,7773;1.268.000;17;17;0;%100,0;-79.581;₺219.423,00;268,2057;1.347.581;17;17;-;%100,0;₺118.605,00;
Ankara;205750233;UÇUŞ HAREKAT YÖNETİCİLİĞİ;Vakıf;Türk Hava Kurumu Ü.;Ankara Havacılık Meslek Y.O.;Ücretli;-;"s
231,9665";1.806.000;32;32;0;%100,0;-349.939;₺466.500,00;222,2155;2.155.939;25;25;-;%100,0;₺320.000,00;
İstanbul;203090120;UÇUŞ HAREKAT YÖNETİCİLİĞİ;Vakıf;İstanbul Kültür Ü.;Meslek Y.O.;%50 İnd.;-;218,9045;1.988.000;56;56;0;%100,0;-218.035;₺252.500,00;219,4935;2.206.035;59;59;-;%100,0;₺162.500,00;
İstanbul;202490982;UÇUŞ HAREKAT YÖNETİCİLİĞİ;Vakıf;İstanbul Aydın Ü.;Anadolu Bil Meslek Y.O.;%50 İnd.;"n
-";200,3968;2.199.000;42;42;0;%100,0;-;₺220.000,00;-;Yeni;-;-;-;-;-;
İstanbul;202790655;UÇUŞ HAREKAT YÖNETİCİLİĞİ;Vakıf;İstanbul Gelişim Ü.;İstanbul Gelişim Meslek Y.O.;%50 İnd.;-;-;Dolmadı;67;60;7;%89,6;-;₺320.591,00;221,9656;2.160.532;54;54;-;%100,0;₺157.500,00;
İstanbul;207590723;UÇUŞ HAREKAT YÖNETİCİLİĞİ;Vakıf;İstanbul Esenyurt Ü.;Meslek Y.O.;"u
%50 İnd.";-;-;Dolmadı;40;15;25;%37,5;-;₺175.000,00;-;Yeni;-;-;-;-;-;
İstanbul;203090347;UÇUŞ HAREKAT YÖNETİCİLİĞİ;Vakıf;İstanbul Kültür Ü.;Meslek Y.O.;Ücretli;-;-;Dolmadı;3;1;2;%33,3;-;₺505.000,00;-;Yeni;-;-;-;-;-;
Eskişehir;112450615;ULAŞTIRMA VE TRAFİK HİZMETLERİ;Devlet;Eskişehir Teknik Ü.;Ulaştırma Meslek Y.O.;Örgün;-;288,7451;992.300;60;60;0;%100,0;-215.460;-;277,0706;1.207.760;60;60;-;%100,0;-;
Mersin;107450877;ULAŞTIRMA VE TRAFİK HİZMETLERİ;Devlet;Mersin Ü.;Teknik Bilimler Meslek Y.O.;Örgün;-;280,2133;1.107.000;55;55;0;%100,0;-223.660;-;269,2529;1.330.660;55;55;-;%100,0;-;
Şanlıurfa;105050912;ULAŞTIRMA VE TRAFİK HİZMETLERİ;Devlet;Harran Ü.;Şanlıurfa Teknik Bilimler Meslek Y.O.;Örgün;-;256,0514;1.453.000;40;40;0;%100,0;-287.981;-;244,9620;1.740.981;40;40;-;%100,0;-;
Isparta;112553204;ULAŞTIRMA VE TRAFİK HİZMETLERİ;Devlet;Isparta Uygulamalı Bilimler Ü.;"w
Teknik Bilimler Meslek Y.O.";Örgün;-;253,1469;1.496.000;60;60;0;%100,0;-308.252;-;241,4003;1.804.252;60;60;-;%100,0;-;
Denizli;108690158;ULAŞTIRMA VE TRAFİK HİZMETLERİ;Devlet;Pamukkale Ü.;Bozkurt Meslek Y.O.;Örgün;-;250,2584;1.538.000;40;40;0;%100,0;-246.093;-;242,5291;1.784.093;40;40;-;%100,0;-;
Balıkesir;101550804;ULAŞTIRMA VE TRAFİK HİZMETLERİ;Devlet;Balıkesir Ü.;Bigadiç Meslek Y.O.;Örgün;-;247,6632;1.577.000;65;65;0;%100,0;-275.612;-;238,7102;1.852.612;65;65;-;%100,0;-;
Konya;108990301;ULAŞTIRMA VE TRAFİK HİZMETLERİ;Devlet;"w
Selçuk Ü.";Doğanhisar Meslek Y.O.;Örgün;-;244,5368;1.623.000;25;25;0;%100,0;-255.691;-;237,2628;1.878.691;25;25;-;%100,0;-;
Bitlis;102190033;ULAŞTIRMA VE TRAFİK HİZMETLERİ;Devlet;Bitlis Eren Ü.;Teknik Bilimler Meslek Y.O.;Örgün;-;241,2186;1.671.000;30;30;0;%100,0;-286.611;-;232,9369;1.957.611;30;30;-;%100,0;-;
Amasya;100990027;ULAŞTIRMA VE TRAFİK HİZMETLERİ;Devlet;Amasya Ü.;Taşova Yüksel Akın Meslek Y.O.;Örgün;-;240,2353;1.686.000;30;30;0;%100,0;-236.238;-;234,8629;1.922.238;30;30;-;%100,0;-;
Muş;107850316;ULAŞTIRMA VE TRAFİK HİZMETLERİ;Devlet;Muş Alparslan Ü.;Teknik Bilimler Meslek Y.O.;Örgün;-;239,8408;1.691.000;25;25;0;%100,0;-228.475;-;235,0134;1.919.475;25;25;-;%100,0;-;
